FieldPrefix,FieldSeq,FieldCode,Month,Day,Year,BandNumber,SpeciesCode,Station,BledBy,Recorder,EnteredBy,StorageLocation,DNAExtractionDate,DNAStorageLoc,RecordStatus
,,,9,15,2013,245125219,NOCA,PISP,,,,Indiv Tube Freezer,,#N/A,OK
SMD20130921,1,SMD2013092101,9,22,2013,245109679,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,2,SMD2013092102,9,22,2013,251134946,OVEN,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,3,SMD2013092103,9,22,2013,255198328,SWTH,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,4,SMD2013092104,9,22,2013,245109676,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,5,SMD2013092105,9,22,2013,255198308,CARW,HOME,,,,BOX 1,6/19/17,BOX #8,OK
SMD20130921,6,SMD2013092106,9,22,2013,255130438,CARW,HOME,,,,BOX 1,6/19/17,BOX #8,OK
SMD20130921,7,SMD2013092107,9,22,2013,171352728,MODO,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,8,SMD2013092108,9,22,2013,245109680,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,9,SMD2013092109,9,22,2013,245115272,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,10,SMD2013092110,9,22,2013,245115276,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,11,SMD2013092111,9,22,2013,245109681,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,12,SMD2013092112,9,22,2013,245109667,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,13,SMD2013092113,9,22,2013,245109796,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,14,SMD2013092114,9,22,2013,255130441,CARW,HOME,,,,BOX 1,6/19/17,BOX #8,OK
SMD20130921,15,SMD2013092115,9,22,2013,245109661,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,16,SMD2013092116,9,22,2013,245109669,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,17,SMD2013092117,9,22,2013,245109658,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,18,SMD2013092118,9,22,2013,245109682,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,19,SMD2013092119,9,22,2013,245109683,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130921,20,SMD2013092120,9,22,2013,171352729,BRTH,HOME,,,,BOX 1,,#N/A,OK
,,,9,22,2013,245109684,NOCA,HOME,,,,BOX 1,,#N/A,OK
,,,9,22,2013,245109722,NOCA,HOME,,,,BOX 1,,#N/A,OK
SMD20130926,21,SMD2013092621,9,27,2013,258138136,CARW,JIMD,SMD,,,BOX 1,26-Jan-18,BOX #8,OK
SMD20130926,22,SMD2013092622,9,27,2013,245127701,NOCA,JIMD,SMD,,,BOX 1,6/19/17,BOX #8,OK
SMD20130926,23,SMD2013092623,9,27,2013,245127702,NOCA,JIMD,BK,,,BOX 1,,#N/A,OK
SMD20130926,24,SMD2013092624,9,27,2013,245127703,NOCA,JIMD,BK,,,BOX 1,,#N/A,OK
SMD20130926,25,SMD2013092625,10,7,2013,255198322,CARW,HOME,SMD,,,BOX 1,6/19/17,BOX #8,OK
SMD20130926,26,SMD2013092626,10,7,2013,255198313,CARW,HOME,SMD,,,BOX 1,6/19/17,BOX #8,OK
SMD20130926,27,SMD2013092627,10,7,2013,253144676,GRCA,HOME,SMD,,,BOX 1,,#N/A,OK
SMD20130926,28,SMD2013092628,10,7,2013,245109652,NOCA,HOME,???,,,BOX 1,,#N/A,OK
SMD20130926,29,SMD2013092629,10,7,2013,257141020,CARW,HOME,???,,,BOX 1,22-Aug-18,BOX #9,OK
SMD20130926,30,SMD2013092630,10,7,2013,168182126,NOCA,BAMB,???,,,BOX 1,,#N/A,OK
SMD20131002,14,SMD2013100214,10,7,2013,245109655,NOCA,HOME,EJ,,,BOX 1,,#N/A,OK
SMD20131002,15,SMD2013100215,10,7,2013,134297307,BLJA,HOME,EJ,,,BOX 1,,#N/A,OK
SMD20131002,16,SMD2013100216,10,7,2013,245109610,NOCA,HOME,EJ,,,BOX 1,,#N/A,OK
SMD20131002,17,SMD2013100217,10,7,2013,134297308,BRTH,BAMB,EJ,,,BOX 1,,#N/A,OK
SMD20131002,18,SMD2013100218,10,7,2013,245109673,NOCA,HOME,EJ,,,BOX 1,,#N/A,OK
SMD20131011,1,SMD2013101101,10,12,2013,258138148,CARW,PISP,SMD,,,BOX 1,6/19/17,BOX #8,OK
SMD20131011,2,SMD2013101102,10,12,2013,256195903,GRCA,PISP,SMD,,,BOX 1,,#N/A,OK
SMD20131011,3,SMD2013101103,10,12,2013,258138149,CARW,PISP,BK,,,BOX 1,6/19/17,BOX #8,OK
SMD20131011,4,SMD2013101104,10,12,2013,256195904,GRCA,PISP,BK,,,BOX 1,,#N/A,OK
SMD20131011,5,SMD2013101105,10,12,2013,258138133,CARW,PISP,BK,,,BOX 1,6/19/17,BOX #8,OK
SMD20131011,6,SMD2013101106,10,12,2013,258138140,CARW,PISP,SMD,,,BOX 1,6/19/17,BOX #8,OK
SMD20131011,7,SMD2013101107,10,12,2013,271050317,WEVI,PISP,BK,,,BOX 1,27-Jun-17,BOX #4,OK
SMD20131011,8,SMD2013101108,10,12,2013,245125221,NOCA,PISP,BK,,,BOX 1,,#N/A,OK
SMD20131011,9,SMD2013101109,10,12,2013,256195905,GRCA,PISP,BK,,,BOX 1,,#N/A,OK
SMD20131011,10,SMD2013101110,10,12,2013,256195906,GRCA,PISP,BK,,,BOX 1,27-Jun-17,BOX #4,OK
SMD20131011,11,SMD2013101111,10,12,2013,245125222,NOCA,PISP,BK,,,BOX 1,,#N/A,OK
SMD20131011,12,SMD2013101112,10,12,2013,258138151,CARW,PISP,BK,,,BOX 1,6/19/17,BOX #8,OK
SMD20131011,13,SMD2013101113,10,12,2013,256195909,GRCA,PISP,BK,,,BOX 1,,#N/A,OK
SMD20131011,14,SMD2013101114,10,12,2013,256195908,GRCA,PISP,BK,,,BOX 1,,#N/A,OK
SMD20131011,15,SMD2013101115,10,12,2013,245125223,NOCA,PISP,BK,,,BOX 1,,#N/A,OK
SMD20131011,16,SMD2013101116,10,12,2013,245125224,NOCA,PISP,BK,,,BOX 1,,#N/A,OK
SMD20131016,1,SMD2013101601,10,20,2013,253144683,GRCA,HOME,BK,,,BOX 2,,#N/A,OK
SMD20131016,2,SMD2013101602,10,20,2013,171352733,BRTH,HOME,BK,,,BOX 2,,#N/A,OK
SMD20131016,3,SMD2013101603,10,20,2013,255130432,CARW,HOME,BK,,,BOX 2,22-Aug-18,BOX #9,OK
SMD20131016,4,SMD2013101604,10,20,2013,257141098,CARW,HOME,BK,,,BOX 2,22-Aug-18,BOX #9,OK
SMD20131016,5,SMD2013101605,10,20,2013,255198308,CARW,HOME,BK,,,BOX 2,,#N/A,OK
SMD20131016,6,SMD2013101606,10,20,2013,245109691,NOCA,HOME,BK,,,BOX 2,,#N/A,OK
SMD20131016,7,SMD2013101607,10,20,2013,255198338,CARW,HOME,BK,,,BOX 2,22-Aug-18,BOX #9,OK
SMD20131016,8,SMD2013101608,10,20,2013,171352735,BRTH,HOME,BK,,,BOX 2,,#N/A,OK
SMD20131016,9,SMD2013101609,10,20,2013,245109692,NOCA,HOME,SMD,,,BOX 2,,#N/A,OK
SMD20131016,10,SMD2013101610,10,20,2013,255130437,CARW,HOME,SMD,,,BOX 2,22-Aug-18,BOX #9,OK
SMD20131016,11,SMD2013101611,10,20,2013,171352703,BRTH,HOME,SMD,,,BOX 2,,#N/A,OK
SMD20131016,12,SMD2013101612,10,20,2013,245109655,NOCA,HOME,SMD,,,BOX 2,,#N/A,OK
SMD20131016,13,SMD2013101613,10,20,2013,245109656,NOCA,HOME,SMD,,,BOX 2,,#N/A,OK
SMD20131016,14,SMD2013101614,10,20,2013,245109693,NOCA,HOME,SMD,,,BOX 2,,#N/A,OK
SMD20131016,15,SMD2013101615,10,20,2013,171352736,BRTH,HOME,BK,,,BOX 2,,#N/A,OK
SMD20131016,16,SMD2013101616,10,20,2013,171352737,BLJA,HOME,BK,,,BOX 2,,#N/A,OK
SMD20131108,1,SMD2013110801,11,16,2013,258138156,HETH,PISP,BK,,,BOX 2,,#N/A,OK
SMD20131108,2,SMD2013110802,11,16,2013,258138157,CARW,PISP,SMD,,,BOX 2,27-Jun-17,BOX #4,OK
SMD20131108,3,SMD2013110803,11,16,2013,258138159,WTSP,PISP,BK,,,BOX 2,,#N/A,OK
SMD20131108,4,SMD2013110804,11,16,2013,258138161,HETH,PISP,BK,,,BOX 2,,#N/A,OK
SMD20131108,5,SMD2013110805,11,16,2013,258138162,CARW,PISP,SMD,,,BOX 2,27-Jun-17,BOX #4,OK
SMD20131108,6,SMD2013110806,12,27,2013,258138169,HETH,PISP,SMD,,,BOX 2,,#N/A,OK
SMD20131108,7,SMD2013110807,12,27,2013,258138170,CARW,PISP,BK,,,BOX 2,27-Jun-17,BOX #4,OK
SMD20131108,8,SMD2013110808,12,27,2013,258138145,CARW,PISP,BK,,,BOX 2,27-Jun-17,BOX #4,OK
SMD20131108,9,SMD2013110809,12,27,2013,258138171,HETH,PISP,SMD,,,BOX 2,,#N/A,OK
SMD20131108,10,SMD2013110810,12,27,2013,245125237,NOCA,PISP,BK,,,BOX 2,,#N/A,OK
SMD20131108,11,SMD2013110811,12,27,2013,258138177,HETH,PISP,BK,,,BOX 2,,#N/A,OK
SMD20131108,12,SMD2013110812,12,27,2013,258138176,HETH,PISP,BK,,,BOX 2,,#N/A,OK
SMD20131108,13,SMD2013110813,12,27,2013,245125244,NOCA,PISP,SMD,,,BOX 2,,#N/A,OK
SMD20131108,14,SMD2013110814,12,27,2013,258138179,CARW,PISP,BK,,,BOX 2,27-Jun-17,BOX #4,OK
SMD20131108,15,SMD2013110815,12,27,2013,171382324,BRTH,PISP,SMD,,,BOX 2,,#N/A,OK
,,,#N/A,#N/A,#N/A,255131271,,,,,,,,#N/A,Broken
SMD20131011,16,SMD2013101116,1,12,2014,171352744,BRTH,HOME,,,,BOX 1,,#N/A,OK
SMD20131011,17,SMD2013101117,1,12,2014,245109658,NOCA,HOME,,,,BOX 1,11-May-16,#N/A,OK
SMD20131011,18,SMD2013101118,1,12,2014,245113703,NOCA,HOME,,,,BOX 1,11-May-16,#N/A,OK
SMD20131011,19,SMD2013101119,1,12,2014,450130666,WTSP,HOME,,,,BOX 1,,#N/A,OK
SMD20131011,20,SMD2013101120,1,12,2014,255198367,WTSP,HOME,,,,BOX 1,,#N/A,OK
SMD20131016,17,SMD2013101617,1,12,2014,255198301,CARW,HOME,,,,Box 2,22-Aug-18,BOX #9,OK
SMD20131016,18,SMD2013101618,1,12,2014,245109646,NOCA,HOME,,,,Box 2,11-May-16,#N/A,OK
SMD20131016,19,SMD2013101619,1,12,2014,255198380,WTSP,HOME,,,,Box 2,,#N/A,OK
SMD20131016,20,SMD2013101620,1,12,2014,245109667,NOCA,HOME,,,,Box 2,11-May-16,#N/A,OK
SMD20131016,21,SMD2013101621,1,12,2014,245109714,NOCA,HOME,,,,Box 2,11-May-16,#N/A,OK
SMD20131016,22,SMD2013101622,1,12,2014,245109662,NOCA,HOME,,,,Box 2,,#N/A,OK
SMD20131108,16,SMD2013110816,1,12,2014,134297314,RWBL,HOME,,,,Box 2,,#N/A,OK
,,,1,26,2014,258138125,CARW,PISP,,,,UNKNOWN,,#N/A,OK
,,,1,26,2014,258138151,CARW,PISP,,,,UNKNOWN,,#N/A,OK
,,,1,26,2014,245125219,NOCA,PISP,,,,UNKNOWN,,#N/A,OK
,,,1,26,2014,245125252,NOCA,PISP,,,,UNKNOWN,,#N/A,OK
,,,1,26,2014,245125251,NOCA,PISP,,,,UNKNOWN,,#N/A,OK
,,,1,26,2014,245125213,NOCA,PISP,,,,UNKNOWN,,#N/A,OK
,,,1,26,2014,266126402,WTSP,PISP,,,,UNKNOWN,,#N/A,OK
,,,1,26,2014,245125209,NOCA,PISP,,,,UNKNOWN,,#N/A,OK
,,,1,26,2014,258138200,CARW,PISP,,,,UNKNOWN,,#N/A,OK
,,,1,26,2014,271050548,CHSP,PISP,,,,UNKNOWN,,#N/A,Broken
,,,1,26,2014,245125250,NOCA,PISP,,,,UNKNOWN,,#N/A,OK
,,,1,26,2014,245125210,NOCA,PISP,,,,UNKNOWN,,#N/A,OK
,,,1,19,2014,271050548,CHSP,RIVE,,,,UNKNOWN,,#N/A,Broken
SMD20140107,1,SMD2014010701,2,9,2014,134297329,AMRO,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,2,SMD2014010702,2,9,2014,255130124,CARW,HOME,,,,BOX 2,22-Aug-18,BOX #9,OK
SMD20140107,3,SMD2014010703,2,9,2014,255198384,WTSP,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,4,SMD2014010704,2,9,2014,245113714,NOCA,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,5,SMD2014010705,2,9,2014,257141011,CARW,HOME,,,,BOX 2,22-Aug-18,BOX #9,OK
SMD20140107,6,SMD2014010706,2,9,2014,255198304,CARW,HOME,,,,BOX 2,27-Jun-17,BOX #4,OK
SMD20140107,7,SMD2014010707,2,9,2014,134297330,RWBL,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,8,SMD2014010708,2,9,2014,245113715,NOCA,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,9,SMD2014010709,2,9,2014,134297319,RWBL,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,10,SMD2014010710,2,9,2014,134297331,RWBL,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,11,SMD2014010711,2,9,2014,255130125,WTSP,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,12,SMD2014010712,2,9,2014,255130126,WTSP,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,13,SMD2014010713,2,9,2014,134297332,RWBL,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,14,SMD2014010714,2,9,2014,255130127,HOSP,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,15,SMD2014010715,2,9,2014,245109714,NOCA,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,16,SMD2014010716,2,9,2014,255130128,HOSP,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,17,SMD2014010717,2,9,2014,171352745,COGR,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,18,SMD2014010718,2,9,2014,134297334,RWBL,HOME,,,,BOX 2,,#N/A,OK
SMD20140107,19,SMD2014010719,2,9,2014,255130129,DOWO,HOME,,,,BOX 2,,#N/A,OK
SMD20140221,1,SMD2014022101,2,22,2014,258138170,CARW,PISP,,,,BOX 3,,#N/A,OK
SMD20140221,2,SMD2014022102,2,22,2014,258138200,CARW,PISP,,,,BOX 3,27-Jun-17,BOX #4,OK
SMD20140221,3,SMD2014022103,2,22,2014,245125252,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140221,4,SMD2014022104,3,8,2014,245125254,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140221,5,SMD2014022105,3,8,2014,258138170,CARW,PISP,,,,BOX 3,,#N/A,OK
SMD20140221,6,SMD2014022106,3,8,2014,245125210,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140221,7,SMD2014022107,3,8,2014,245125256,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140221,8,SMD2014022108,3,8,2014,258138145,CARW,PISP,,,,BOX 3,,,OK
SMD20140221,9,SMD2014022109,3,8,2014,245125255,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140221,10,SMD2014022110,3,8,2014,258138145,CARW,PISP,,,,BOX 3,,#N/A,OK
SMD20140221,11,SMD2014022111,3,8,2014,245125257,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140221,12,SMD2014022112,3,8,2014,273017783,MYWA,PISP,,,,BOX 3,,#N/A,OK
SMD20140221,13,SMD2014022113,3,8,2014,273017784,MYWA,PISP,,,,BOX 3,,#N/A,OK
SMD20140321,1,SMD2014032101,3,23,2014,245115278,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,2,SMD2014032102,3,23,2014,255130147,WTSP,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,3,SMD2014032103,3,23,2014,245109650,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,4,SMD2014032104,3,23,2014,245113706,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,5,SMD2014032105,3,23,2014,255130148,WTSP,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,6,SMD2014032106,3,23,2014,245109669,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,7,SMD2014032107,3,23,2014,255130149,WTSP,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,8,SMD2014032108,3,23,2014,255130150,CARW,HOME,,,,UNKNOWN,,#N/A,OK
SMD20140321,9,SMD2014032109,3,23,2014,245113721,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,10,SMD2014032110,3,23,2014,245113710,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,11,SMD2014032111,3,23,2014,255130133,HETH,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,12,SMD2014032112,3,23,2014,245109642,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,13,SMD2014032113,3,23,2014,245109702,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,14,SMD2014032114,3,23,2014,265078342,OCWA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,15,SMD2014032115,3,23,2014,245115232,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,16,SMD2014032116,3,23,2014,245113722,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,17,SMD2014032117,3,23,2014,245113723,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,18,SMD2014032118,3,23,2014,245109796,NOCA,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,19,SMD2014032119,3,23,2014,255130151,HOSP,HOME,,,,BOX 3,,#N/A,OK
SMD20140321,20,SMD2014032120,3,23,2014,255130152,HOSP,HOME,,,,BOX 3,,#N/A,OK
SMD20140328,1,SMD2014032801,3,29,2014,245125251,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,2,SMD2014032802,3,29,2014,273017792,HOWA,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,3,SMD2014032803,3,29,2014,258138123,CARW,PISP,,,,BOX 3,27-Jun-17,BOX #4,OK
SMD20140328,4,SMD2014032804,3,29,2014,245125203,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,5,SMD2014032805,3,29,2014,245125256,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,6,SMD2014032806,3,29,2014,258138158,HETH,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,7,SMD2014032807,3,29,2014,266126421,HETH,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,8,SMD2014032808,3,29,2014,273017794,OCWA,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,9,SMD2014032809,3,29,2014,273017796,HOWA,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,10,SMD2014032810,3,29,2014,258138170,CARW,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,11,SMD2014032811,3,29,2014,245125244,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,12,SMD2014032812,3,29,2014,245125260,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,13,SMD2014032813,3,29,2014,258138181,HETH,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,14,SMD2014032814,3,29,2014,245125205,NOCA,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,15,SMD2014032815,3,29,2014,171382324,BRTH,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,16,SMD2014032816,3,29,2014,266126419,CARW,PISP,,,,BOX 3,27-Jun-17,BOX #4,OK
SMD20140328,17,SMD2014032817,3,29,2014,258138171,HETH,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,18,SMD2014032818,3,29,2014,267052339,COYE,PISP,,,,BOX 3,,#N/A,OK
SMD20140328,19,SMD2014032819,3,29,2014,258138150,CARW,PISP,,,,BOX 3,27-Jun-17,BOX #4,OK
SMD20140328,20,SMD2014032820,3,29,2014,258138124,CARW,PISP,,,,BOX 3,27-Jun-17,BOX #4,OK
,,,4,5,2014,134297340,RWBL,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,255130163,WTSP,BAMB,,,,BOX 3,,#N/A,OK
,,,4,5,2014,245109655,NOCA,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,245113725,NOCA,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,265078343,WEVI,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,134297344,RWBL,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,245113712,NOCA,BAMB,,,,BOX 3,,#N/A,OK
,,,4,5,2014,245113724,NOCA,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,134297345,RWBL,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,245109646,NOCA,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,245113726,NOCA,BAMB,,,,BOX 3,,#N/A,OK
,,,4,5,2014,255198375,WTSP,BAMB,,,,BOX 3,,#N/A,OK
,,,4,5,2014,134297343,RWBL,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,245109691,NOCA,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,245109673,NOCA,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,265078344,PROW,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,245109694,NOCA,BAMB,,,,BOX 3,,#N/A,OK
,,,4,5,2014,255130273,WTSP,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,245109741,NOCA,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,255130131,WTSP,HOME,,,,BOX 3,,#N/A,OK
,,,4,5,2014,255130159,HETH,HOME,,,,BOX 3,,#N/A,OK
